10,0.9466339
20,0.8918107
30,0.8755322
40,0.8651959
50,0.8572047
60,0.8514901
70,0.8460943
80,0.8414498
90,0.8374428
100,0.8332764
110,0.8302484
120,0.8269699
130,0.8241468
140,0.8216424
150,0.8192063
160,0.8171345
170,0.81504
180,0.8128543
190,0.810737
200,0.8088245
210,0.8069121
220,0.8052729
230,0.8035653
240,0.8022448
250,0.8006284
260,0.7992396
270,0.7977597
280,0.7963709
290,0.7950049
300,0.7939121
310,0.7927965
320,0.7916809
330,0.7905198
340,0.7893814
350,0.7882431
360,0.7870592
370,0.7859208
380,0.7848735
390,0.7841222
400,0.7834164
410,0.7825513
420,0.7817772
430,0.7810031
440,0.7801152
450,0.7792045
460,0.7786126
470,0.7778385
480,0.7768823
490,0.7762676
500,0.7754707
510,0.7749243
520,0.7743779
530,0.7736038
540,0.7729891
550,0.7725565
560,0.7718735
570,0.7713499
580,0.7707124
590,0.7701204
600,0.7694602
610,0.7690276
620,0.7684812
630,0.7681625
640,0.7677299
650,0.7672973
660,0.766842
670,0.7662956
680,0.7660224
690,0.7654987
700,0.7651117
710,0.7646791
720,0.7643376
730,0.7639961
740,0.763609
750,0.7631992
760,0.7627667
770,0.7623796
780,0.761947
790,0.7615828
800,0.7610819
810,0.7608087
820,0.7604216
830,0.7599891
840,0.7596248
850,0.7593061
860,0.7590329
870,0.7586913
880,0.7583271
890,0.7579856
900,0.7574847
910,0.7571659
920,0.7566195
930,0.7561187
940,0.7556633
950,0.7553901
960,0.7550714
970,0.7546843
980,0.7541379
990,0.753637
1000,0.7533638
1010,0.7531134
1020,0.7527264
1030,0.7524759
1040,0.7520889
1050,0.7518612
1060,0.751588
1070,0.7512237
1080,0.7510188
1090,0.7508595
1100,0.7505863
1110,0.7502675
1120,0.7500171
1130,0.7496756
1140,0.7494707
1150,0.7491519
1160,0.7489698
1170,0.7485144
1180,0.7482412
1190,0.747968
1200,0.7478087
1210,0.7475355
1220,0.7473306
1230,0.7471029
1240,0.7469435
1250,0.7467386
1260,0.7463971
1270,0.7461694
1280,0.7458735
1290,0.7456458
1300,0.7454181
1310,0.745236
1320,0.7450083
1330,0.7447806
1340,0.7445302
1350,0.744257
1360,0.7440521
1370,0.7438472
1380,0.7435512
1390,0.7432552
1400,0.7431642
1410,0.7429137
1420,0.7427544
1430,0.7423673
1440,0.742208
1450,0.7420258
1460,0.7417981
1470,0.7415022
1480,0.7412973
1490,0.7411607
1500,0.7407736
1510,0.740637
1520,0.7403411
1530,0.7400451
1540,0.7398857
1550,0.7397036
1560,0.739567
1570,0.7391344
1580,0.7389295
1590,0.7387701
1600,0.7384514
1610,0.738292
1620,0.7380871
1630,0.7378594
1640,0.737609
1650,0.7374724
1660,0.7371537
1670,0.7369032
1680,0.7366528
1690,0.7364934
1700,0.7363568
1710,0.7361519
1720,0.7359925
1730,0.7358559
1740,0.735651
1750,0.7355144
1760,0.7353551
1770,0.7351501
1780,0.7350363
1790,0.7349225
1800,0.734672
1810,0.7342622
1820,0.7340573
1830,0.7339207
1840,0.7337841
1850,0.7335337
1860,0.7332832
1870,0.7330556
1880,0.732919
1890,0.7326913
1900,0.7324864
1910,0.7323043
1920,0.7321677
1930,0.7320766
1940,0.7319628
1950,0.7318034
1960,0.7316212
1970,0.7314619
1980,0.731257
1990,0.7311204
2000,0.7309838
2010,0.7307106
2020,0.7304374
2030,0.7303463
2040,0.7302325
2050,0.7300503
2060,0.7297999
2070,0.7296633
2080,0.7294811
2090,0.7293901
2100,0.7292307
2110,0.7290258
2120,0.7288664
2130,0.7287981
2140,0.7285249
2150,0.7283655
2160,0.7281379
2170,0.728024
2180,0.7278419
2190,0.7277053
2200,0.7275004
2210,0.7272955
2220,0.7270678
2230,0.7268629
2240,0.7267719
2250,0.726658
2260,0.7265897
2270,0.7264759
2280,0.7262027
2290,0.7259522
2300,0.7258612
2310,0.725679
2320,0.7254969
2330,0.7253603
2340,0.7252009
2350,0.7250871
2360,0.7249732
2370,0.7248822
2380,0.7247228
2390,0.724609
2400,0.7244951
2410,0.7243813
2420,0.7242219
2430,0.7240626
2440,0.7238804
2450,0.7237438
2460,0.7236755
2470,0.7236072
2480,0.7234023
2490,0.7232657
2500,0.7231291
2510,0.722947
2520,0.7228559
2530,0.7227421
2540,0.7226055
2550,0.7224233
2560,0.7222867
2570,0.7221046
2580,0.7219452
2590,0.7217403
2600,0.7215582
2610,0.7214443
2620,0.7212394
2630,0.7210801
2640,0.7209662
2650,0.7208296
2660,0.7207158
2670,0.7205109
2680,0.7203515
2690,0.7202149
2700,0.7201466
2710,0.7199189
2720,0.7197596
2730,0.7196457
2740,0.7193725
2750,0.7192815
2760,0.7190083
2770,0.7188944
2780,0.7187806
2790,0.7185529
2800,0.7184163
2810,0.7182797
2820,0.7181886
2830,0.7181203
2840,0.7180065
2850,0.7178244
2860,0.7175967
2870,0.7174373
2880,0.7173235
2890,0.7171641
2900,0.7170731
2910,0.7169592
2920,0.7168454
2930,0.7167543
2940,0.7165494
2950,0.7164583
2960,0.7163217
2970,0.7161851
2980,0.7160485
2990,0.7158664
3000,0.7157753
3010,0.7156615
3020,0.7155249
3030,0.71532
3040,0.7151834
3050,0.7150696
3060,0.714933
3070,0.7148191
3080,0.7145914
3090,0.7144548
3100,0.7142499
3110,0.7141361
3120,0.7139767
3130,0.7138629
3140,0.7136808
3150,0.7136352
3160,0.7134303
3170,0.713362
3180,0.7132254
3190,0.713066
3200,0.7129522
3210,0.7127928
3220,0.7126562
3230,0.7125652
3240,0.7124286
3250,0.7122464
3260,0.7120415
3270,0.7119505
3280,0.7118594
3290,0.7117456
3300,0.7116317
3310,0.7115179
3320,0.7114496
3330,0.7112447
3340,0.7110853
3350,0.7109259
3360,0.7108576
3370,0.7107438
3380,0.7105844
3390,0.7104251
3400,0.7102657
3410,0.7101746
3420,0.7100153
3430,0.7099242
3440,0.7098331
3450,0.7097876
3460,0.7096965
3470,0.7096282
3480,0.7094461
3490,0.7093322
3500,0.7092412
3510,0.7091046
3520,0.7089907
3530,0.7089224
3540,0.7088314
3550,0.7087631
3560,0.708672
3570,0.7085809
3580,0.7085126
3590,0.7083533
3600,0.7082167
3610,0.70808
3620,0.7079207
3630,0.7078296
3640,0.7077158
3650,0.7075792
3660,0.7074426
3670,0.7073287
3680,0.7071466
3690,0.70701
3700,0.7068962
3710,0.7067596
3720,0.7066685
3730,0.7064864
3740,0.7063725
3750,0.7062814
3760,0.7062359
3770,0.7060765
3780,0.7060082
3790,0.7058944
3800,0.7058489
3810,0.7057806
3820,0.705644
3830,0.7055757
3840,0.7054391
3850,0.7053252
3860,0.7052797
3870,0.7051203
3880,0.704961
3890,0.7047788
