A/A31.txt,YH/YH44.txt,YH/YH55.txt,YH/YH43.txt,YH/YH43.txt,750000,45,21,78,46,42,23,96,10,83,33,840,800,830,910,950,8540,8390,10930,9210,10860,0.3762767314910889,-33834271.596435994,1.502094127,-78360571.84920003
YHe/YHe19.txt,Ae/Ae49.txt,YH/YH1.txt,YH/YH35.txt,YH/YH35.txt,400000,7,53,18,12,11,67,42,83,92,35,740,860,860,940,900,9680,9720,9230,11450,9370,0.33022046089172363,-23865131.967679,1.25951963,-228343722.49652728
Ae/Ae25.txt,A/A17.txt,YHe/YHe36.txt,A/A45.txt,A/A45.txt,400000,77,53,53,81,50,79,46,30,55,3,950,720,930,770,930,9830,9440,10250,10080,9100,0.3520488739013672,-52255276.653134994,0.89436025,-65864915.12357649
Ae/Ae45.txt,YHe/YHe14.txt,YHe/YHe52.txt,YH/YH47.txt,YH/YH47.txt,400000,88,4,66,50,28,3,32,58,39,11,970,920,770,740,960,8760,11560,10450,8080,11820,0.3569779396057129,-24434319.915480006,1.119080358,-27500977.3362388
A/A47.txt,YH/YH49.txt,YH/YH31.txt,YH/YH8.txt,YH/YH8.txt,650000,72,2,89,44,22,69,23,26,88,71,870,820,990,830,780,8670,9530,9950,9450,11500,0.4955058097839356,-45866009.831846,1.3964379740000001,-154900317.83993685
Ae/Ae10.txt,Ae/Ae2.txt,YH/YH37.txt,YHe/YHe17.txt,YHe/YHe17.txt,750000,26,24,42,43,62,62,41,24,80,17,940,850,770,990,970,9810,8410,11660,11250,9890,0.3107218742370605,-29404617.651192,1.038710171,-163771894.42244017
Ae/Ae27.txt,A/A11.txt,A/A48.txt,A/A3.txt,A/A3.txt,750000,82,68,22,99,85,51,3,94,33,15,970,820,700,800,840,11440,9770,9750,9960,10230,0.2868821620941162,-42229482.395421006,1.041900381,-79576346.62058909
Ae/Ae43.txt,YH/YH3.txt,YT/YT0.txt,A/A18.txt,A/A18.txt,600000,94,73,34,3,15,56,42,34,41,26,880,960,730,980,890,10760,9860,10090,11950,10140,0.2999281883239746,-41396247.03711301,0.868839694,-182554667.7761444
YHe/YHe0.txt,A/A36.txt,YH/YH19.txt,Ae/Ae2.txt,Ae/Ae2.txt,500000,23,17,44,71,39,28,9,98,94,66,860,980,740,830,990,8940,8170,11670,9510,9450,0.3804347515106201,-53039677.909446,0.9423606609999999,-150299669.3322226
Ae/Ae38.txt,Ae/Ae31.txt,Ae/Ae33.txt,A/A1.txt,A/A1.txt,450000,41,42,78,53,87,96,2,81,85,42,960,780,830,980,990,10780,8530,11920,8230,8890,0.3422107696533203,-74491013.10084699,1.207657812,-72835874.9760824
YH/YH10.txt,YHe/YHe17.txt,A/A38.txt,Ae/Ae27.txt,Ae/Ae27.txt,600000,61,72,18,16,98,43,61,12,58,97,820,910,770,790,890,10070,9620,10140,8950,10580,0.427426815032959,-65509289.944976,1.082043326,-117200884.15796971
Ae/Ae6.txt,YH/YH17.txt,A/A16.txt,YH/YH8.txt,YH/YH8.txt,650000,1,31,23,47,96,72,55,10,23,3,840,960,990,900,710,8050,8910,9300,9420,9130,0.3690452575683594,-11703445.941368995,1.200745791,-50284821.0477453
YH/YH15.txt,YH/YH20.txt,YHe/YHe54.txt,Ae/Ae37.txt,Ae/Ae37.txt,500000,76,92,84,2,3,92,81,40,50,11,850,880,730,710,860,10150,8420,8820,9830,10650,0.4352352619171143,-63795111.79619499,1.3631939709999998,-96265303.318756
A/A40.txt,YHe/YHe30.txt,A/A39.txt,A/A44.txt,A/A44.txt,550000,73,11,58,61,27,41,14,73,62,33,970,790,970,940,740,8360,11250,9760,11680,11450,0.3957617282867432,-42121838.811757,1.112844624,-246070776.5736224
YH/YH55.txt,YH/YH36.txt,YHe/YHe53.txt,A/A10.txt,A/A10.txt,550000,8,3,23,47,51,12,59,44,86,32,970,880,730,720,950,11950,9480,9590,9890,11680,0.3891234397888184,-22560447.269476,1.1588603929999999,-139017570.56230226
YHe/YHe22.txt,YHe/YHe31.txt,YHe/YHe28.txt,YH/YH1.txt,YH/YH1.txt,650000,77,28,8,61,2,8,49,68,77,98,740,720,880,890,720,10950,9070,9990,11340,11740,0.4139573574066162,-30177658.995833,1.274503717,-59991815.79588362
Ae/Ae46.txt,Ae/Ae46.txt,Ae/Ae29.txt,YHe/YHe47.txt,YHe/YHe47.txt,700000,28,64,26,55,90,11,37,60,4,57,950,800,920,720,970,10560,10380,10120,10190,11320,0.3775930404663086,-36908861.385376,1.2206483879999999,-39595153.62104957
YHe/YHe6.txt,YH/YH30.txt,YH/YH37.txt,Ae/Ae12.txt,Ae/Ae12.txt,600000,47,89,54,82,11,39,33,21,18,6,960,720,950,860,770,8100,8860,9540,8350,9650,0.3983008861541748,-24432340.238514,0.9621510790000001,-46411017.81496094
YHe/YHe54.txt,Ae/Ae40.txt,YHe/YHe35.txt,YH/YH32.txt,YH/YH32.txt,550000,49,21,43,64,7,62,35,37,97,34,750,730,970,880,880,8110,11410,10310,9170,10930,0.3631260395050049,-44667902.626498,1.319153934,-217538885.1843996
YTe/YTe0.txt,A/A38.txt,YH/YH5.txt,YH/YH47.txt,YH/YH47.txt,500000,51,41,65,85,37,31,72,1,76,62,830,780,720,890,960,9460,9840,9110,11300,9280,0.42037296295166016,-57365695.742662,1.250908366,-58813227.7799848
A/A0.txt,Ae/Ae10.txt,YHe/YHe38.txt,Ae/Ae29.txt,Ae/Ae29.txt,750000,7,60,86,33,78,77,35,71,30,34,720,700,950,780,730,10430,11900,9310,10320,9700,0.34587931632995605,-38042120.884293,0.9416336009999999,-242833993.1256325
A/A2.txt,YH/YH6.txt,YHe/YHe49.txt,A/A49.txt,A/A49.txt,750000,37,54,96,11,65,20,55,69,63,99,780,740,940,820,760,9410,11760,10570,9600,11090,0.34781336784362793,-64745608.069025,0.92884034,-201013741.4589044
YH/YH31.txt,YHe/YHe18.txt,Ae/Ae22.txt,Ae/Ae29.txt,Ae/Ae29.txt,500000,50,16,40,54,98,44,2,61,34,40,880,990,730,760,940,11550,11400,10400,9360,10300,0.3665645122528076,-30686490.99049601,1.066351297,-37864390.19123968
YH/YH52.txt,Ae/Ae34.txt,YHe/YHe53.txt,YHe/YHe40.txt,YHe/YHe40.txt,650000,61,16,30,21,64,54,33,43,11,41,700,750,720,820,760,11730,8150,8590,10550,10770,0.4240849018096924,-30371022.574261,1.325721585,-79081195.27041285
YHe/YHe33.txt,YH/YH39.txt,YHe/YHe3.txt,A/A2.txt,A/A2.txt,700000,67,72,58,45,8,31,44,95,22,39,750,800,950,860,990,9960,8700,10940,8050,8500,0.33141350746154785,-43434410.58316299,0.821114197,-143676138.5479916
