YH/YH38.txt,YHe/YHe5.txt,300000,59,24,17,17,860,890,9080,11960,0.006255388259887695,-5348892.427340001,0.198958253,-94433016.31159182
A/A10.txt,A/A10.txt,220000,73,86,63,38,730,730,10300,11190,0.006070137023925781,-27148351.049881,0.167307516,-258171563.57117707
Ae/Ae13.txt,Ae/Ae13.txt,180000,86,96,52,68,870,740,8620,11030,0.00504302978515625,-37028411.87571201,0.140872784,-312145961.40509963
YH/YH42.txt,YH/YH42.txt,160000,30,69,38,49,890,790,10920,9750,0.005516767501831055,-20365008.475332,0.210027518,-250550168.76734003
Ae/Ae37.txt,YH/YH48.txt,280000,9,4,44,97,870,870,10580,10860,0.006743431091308594,-3389255.34162,0.209450594,-292104299.8667599
A/A25.txt,A/A25.txt,220000,13,1,97,78,890,780,10300,10960,0.007783174514770508,-5649714.4387059985,0.24739830100000001,-485451124.27756995
Ae/Ae40.txt,A/A38.txt,200000,33,2,64,59,780,700,8000,10220,0.008033514022827148,-7965772.831311999,0.206597855,-283425114.76112074
Ae/Ae5.txt,Ae/Ae47.txt,200000,72,42,93,55,710,910,11760,11110,0.005564451217651367,-40184849.06232,0.152896424,-433954354.1546837
YH/YH42.txt,A/A49.txt,260000,13,81,84,40,720,900,11080,8690,0.006711959838867188,-14987980.556903996,0.176484867,-232084085.35423604
A/A3.txt,A/A3.txt,200000,79,93,82,25,870,740,11740,9980,0.006422519683837891,-41502234.868872,0.16512269300000001,-173600966.74828157
YHe/YHe23.txt,YHe/YHe22.txt,240000,24,66,19,56,730,790,10290,11660,0.006911039352416992,-17419237.571424,0.199058934,-104881808.50689206
Ae/Ae16.txt,Ae/Ae16.txt,300000,64,82,38,65,810,710,10150,11780,0.006897211074829102,-24874256.49951,0.18110261100000002,-257289976.543492
Ae/Ae18.txt,Ae/Ae18.txt,280000,82,57,81,72,900,930,10200,10020,0.003451347351074219,-22900170.0123,0.083725964,-618680066.7098161
