YH/YH9.txt,A/A16.txt,A/A47.txt,YHe/YHe39.txt,YH/YH18.txt,YH/YH18.txt,780000,39,45,89,61,81,3,16,68,18,13,42,19,970,900,780,820,880,980,9830,11680,9740,11200,10700,10140,1.3708045482635498,-34964757.832816,1.8572596380000002,-117834318.1022953
YHe/YHe43.txt,Ae/Ae43.txt,A/A40.txt,A/A26.txt,Ae/Ae36.txt,Ae/Ae36.txt,660000,45,56,57,22,95,27,93,85,62,74,21,61,710,700,900,850,900,770,11180,11980,9850,10130,10990,11890,1.2203874588012695,-88953033.08113,1.711881631,-145543255.17881933
YHe/YHe34.txt,YH/YH30.txt,Ae/Ae46.txt,Ae/Ae10.txt,YHe/YHe10.txt,YHe/YHe10.txt,480000,77,42,43,62,71,87,18,37,49,80,67,85,930,710,850,850,940,970,10530,9010,8240,10760,9960,9940,1.2215590476989746,-93085651.205119,1.560216782,-165041624.1210481
YH/YH40.txt,YHe/YHe50.txt,YHe/YHe14.txt,YH/YH39.txt,YTe/YTe0.txt,YTe/YTe0.txt,900000,74,11,93,21,27,26,12,61,9,80,54,5,870,760,990,710,990,880,10290,10970,10240,11780,9270,9190,1.395055055618286,-23258675.442752,1.5999351069999999,-57176239.68640389
YHe/YHe19.txt,Ae/Ae23.txt,Ae/Ae45.txt,YH/YH52.txt,Ae/Ae14.txt,Ae/Ae14.txt,900000,86,27,86,46,81,50,40,8,17,30,4,87,920,790,730,980,760,700,9460,9670,10780,8270,9340,11090,0.9400334358215332,-35423982.64983,1.2993984920000001,-55722476.71417721
Ae/Ae14.txt,YH/YH12.txt,YH/YH8.txt,A/A19.txt,A/A9.txt,A/A9.txt,480000,25,72,96,53,84,85,26,75,73,7,19,82,880,960,780,800,880,940,10390,10860,9710,11610,9140,10430,1.2154438495635986,-93913713.268463,1.4411148619999998,-117815907.70253506
YH/YH11.txt,YT/YT0.txt,YHe/YHe11.txt,YH/YH40.txt,YH/YH30.txt,YH/YH30.txt,660000,94,3,98,7,88,76,24,81,34,53,12,59,990,700,850,870,900,740,11680,9340,10740,9610,10530,8340,1.5573792457580566,-45723401.010759994,1.7036883980000002,-146248212.75650203
A/A15.txt,Ae/Ae7.txt,A/A31.txt,YHe/YHe4.txt,YH/YH42.txt,YH/YH42.txt,840000,60,65,77,34,62,62,45,99,82,60,91,15,720,750,820,730,790,860,9230,10180,9400,11490,9340,10850,1.2318413257598877,-80676981.96201101,1.6057220159999999,-167075701.78005093
A/A27.txt,A/A28.txt,YH/YH4.txt,A/A44.txt,YHe/YHe4.txt,YHe/YHe4.txt,660000,18,87,44,62,2,50,13,29,31,34,78,72,940,800,700,800,710,730,9150,10830,10310,10350,8800,8120,1.2578966617584229,-32853036.46563001,1.509140167,-129586651.0124384
Ae/Ae3.txt,A/A9.txt,Ae/Ae27.txt,YH/YH14.txt,YHe/YHe38.txt,YHe/YHe38.txt,600000,12,9,37,32,72,18,68,25,78,60,75,29,810,800,790,840,960,740,9540,8840,10000,11490,11460,10030,1.3387837409973145,-48280954.05810601,1.684686645,-162759429.02236485
Ae/Ae9.txt,YHe/YHe48.txt,YH/YH11.txt,YH/YH5.txt,A/A47.txt,A/A47.txt,900000,39,22,50,75,95,46,64,56,39,38,60,84,960,800,940,830,760,830,8320,9680,11280,8430,9870,10760,1.1530847549438477,-62896361.62385201,1.7494444040000001,-236585417.56666365
