A/A23.txt,A/A43.txt,Ae/Ae29.txt,Ae/Ae29.txt,400000,79,95,69,37,75,19,95,38,850,890,850,940,11470,11210,8980,11040,0.10287928581237793,-44566229.145545,0.659706065,-157206516.08677077
YH/YH39.txt,YHe/YHe49.txt,YH/YH10.txt,YH/YH10.txt,400000,93,72,93,15,76,73,80,53,880,720,820,740,11650,8030,8030,11330,0.11303162574768065,-78931408.10133001,0.856891445,-323793157.3518399
YHe/YHe42.txt,YHe/YHe7.txt,YH/YH23.txt,YH/YH23.txt,600000,65,60,73,31,54,8,91,85,700,710,890,980,8570,11700,8010,9110,0.11642289161682128,-44660017.651411,0.853425945,-63632737.69001663
YT/YT0.txt,A/A24.txt,A/A41.txt,A/A41.txt,360000,87,74,87,82,54,45,27,14,780,950,870,730,9050,8420,11240,9020,0.09656548500061037,-52258527.996111,0.668599126,-113381272.54391783
YH/YH9.txt,YH/YH0.txt,A/A8.txt,A/A8.txt,600000,45,74,69,11,59,81,61,87,760,920,990,860,8730,11090,10840,8600,0.09280920028686523,-49036686.495453,0.729319168,-321232054.7176824
YH/YH35.txt,A/A48.txt,YHe/YHe1.txt,YHe/YHe1.txt,560000,70,53,61,50,77,68,78,43,940,950,740,780,10950,10500,8870,10090,0.1062307357788086,-60849272.19097,0.725663965,-278346371.2445632
A/A12.txt,YH/YH15.txt,Ae/Ae25.txt,Ae/Ae25.txt,560000,99,59,92,66,60,26,38,35,900,730,750,700,10670,9810,10250,9100,0.09699678421020508,-46313475.940708,0.644023241,-157965204.66135412
YHe/YHe17.txt,YH/YH8.txt,YHe/YHe3.txt,YHe/YHe3.txt,440000,41,77,4,96,70,81,25,87,780,990,840,760,11480,11560,10800,9840,0.12788653373718262,-72571096.417475,0.8444920779999999,-180098166.4822299
YH/YH47.txt,YH/YH26.txt,Ae/Ae46.txt,Ae/Ae46.txt,520000,7,33,44,2,55,23,58,59,870,850,720,760,10160,8710,11380,8260,0.10613274574279784,-15355767.791665995,0.845171398,-128769108.4044711
YHe/YHe48.txt,Ae/Ae25.txt,A/A42.txt,A/A42.txt,320000,39,85,66,39,75,43,10,43,730,760,990,750,11010,11950,8370,11810,0.11110258102416992,-43157712.56830899,0.807972933,-76634145.1690338
Ae/Ae28.txt,YHe/YHe53.txt,A/A8.txt,A/A8.txt,520000,4,47,18,82,45,85,62,34,710,930,970,990,8550,10880,10760,10210,0.10115838050842284,-27079482.116307,0.523287631,-228215765.43618548
A/A14.txt,YH/YH36.txt,YH/YH2.txt,YH/YH2.txt,600000,53,33,74,47,77,10,86,61,970,990,990,930,8050,9400,8430,10220,0.1389944553375244,-44885918.77311099,0.8086060509999999,-113530774.1124285
YHe/YHe48.txt,A/A14.txt,YHe/YHe45.txt,YHe/YHe45.txt,360000,48,11,77,98,92,14,71,60,830,730,870,770,11300,8890,9310,9300,0.10280227661132812,-54878838.371176004,0.7487747029999999,-88761050.65454805
A/A47.txt,YH/YH51.txt,YHe/YHe2.txt,YHe/YHe2.txt,600000,22,16,99,82,26,99,72,38,710,900,940,850,9540,9550,11420,8680,0.09774303436279297,-46321962.828936,0.806797505,-146353877.34979427
A/A18.txt,YH/YH35.txt,Ae/Ae38.txt,Ae/Ae38.txt,360000,67,21,81,37,13,38,73,49,990,850,860,860,10990,11580,10330,9580,0.1072847843170166,-37274654.052565,0.809362969,-148029155.70766565
YH/YH37.txt,Ae/Ae26.txt,Ae/Ae31.txt,Ae/Ae31.txt,560000,67,15,76,94,59,16,28,23,700,810,950,950,9870,9320,9000,8850,0.11163711547851562,-31654764.082815003,0.7502991170000001,-110071219.41184776
YH/YH8.txt,A/A9.txt,Ae/Ae0.txt,Ae/Ae0.txt,320000,66,53,70,96,79,67,70,97,920,800,800,980,8930,11900,9880,11990,0.08229899406433105,-116061871.68969399,0.610611653,-428120371.9336575
