A/A18.txt,YH/YH35.txt,Ae/Ae38.txt,Ae/Ae38.txt,360000,67,21,81,37,13,38,73,49,990,850,860,860,10990,11580,10330,9580,0.1072847843170166,-37274654.052565,0.809362969,-148029155.707665650
YH/YH31.txt,YHe/YHe48.txt,YHe/YHe32.txt,YHe/YHe32.txt,560000,1,9,17,35,11,83,10,13,870,710,840,970,11990,8600,9500,11840,0.12866616249084473,-4893563.938569999,0.817692434,-59208373.634208490
YH/YH52.txt,YH/YH42.txt,YH/YH33.txt,YH/YH33.txt,400000,55,86,45,79,3,73,67,36,840,950,920,980,9630,8610,9630,10310,0.11252212524414062,-47977622.44391101,0.976419798,-39659663.786335155
A/A21.txt,YH/YH51.txt,YHe/YHe12.txt,YHe/YHe12.txt,440000,99,85,60,72,27,64,38,99,700,820,770,990,11640,11100,11180,8380,0.09901833534240723,-66935377.10936999,0.685599261,-179931872.899999950
Ae/Ae28.txt,YHe/YHe53.txt,A/A8.txt,A/A8.txt,520000,4,47,18,82,45,85,62,34,710,930,970,990,8550,10880,10760,10210,0.10115838050842285,-27079482.116306998,0.523287631,-228215765.436185480
Ae/Ae36.txt,YH/YH9.txt,YHe/YHe38.txt,YHe/YHe38.txt,480000,13,13,19,55,69,23,29,40,880,960,700,880,10760,9520,11080,11900,0.10131287574768066,-18600446.135248,0.85448186,-154387108.011875960
YH/YH37.txt,Ae/Ae26.txt,Ae/Ae31.txt,Ae/Ae31.txt,560000,67,15,76,94,59,16,28,23,700,810,950,950,9870,9320,9000,8850,0.11163711547851562,-31654764.082815,0.750299117,-110071219.411847760
YH/YH9.txt,YH/YH0.txt,A/A8.txt,A/A8.txt,600000,45,74,69,11,59,81,61,87,760,920,990,860,8730,11090,10840,8600,0.09280920028686523,-49036686.495453,0.729319168,-321232054.717682360
Ae/Ae9.txt,A/A18.txt,YHe/YHe40.txt,YHe/YHe40.txt,600000,19,55,69,13,63,57,62,88,730,780,960,980,11120,8290,9710,8780,0.07915616035461426,-28082430.630922996,0.632703435,-333310563.569638850
A/A46.txt,Ae/Ae37.txt,YHe/YHe47.txt,YHe/YHe47.txt,600000,21,19,64,72,34,67,73,32,860,790,730,870,11040,9210,8630,9960,0.10847997665405273,-32337921.242182,0.818509605,-212590565.538086300
A/A35.txt,YH/YH11.txt,Ae/Ae46.txt,Ae/Ae46.txt,400000,90,31,6,46,97,20,92,22,880,960,980,800,8130,9870,8840,8110,0.06698799133300781,-33958342.24816,0.629467779,-154402097.409336540
YHe/YHe42.txt,YHe/YHe7.txt,YH/YH23.txt,YH/YH23.txt,600000,65,60,73,31,54,8,91,85,700,710,890,980,8570,11700,8010,9110,0.11642289161682129,-44660017.651411,0.853425945,-63632737.690016630
YT/YT0.txt,A/A24.txt,A/A41.txt,A/A41.txt,360000,87,74,87,82,54,45,27,14,780,950,870,730,9050,8420,11240,9020,0.09656548500061035,-52258527.996111,0.668599126,-113381272.543917830
YHe/YHe35.txt,YHe/YHe3.txt,YHe/YHe4.txt,YHe/YHe4.txt,360000,27,17,59,28,49,60,95,10,830,950,920,830,8520,10810,11530,11160,0.10520482063293457,-35013633.988477,0.70576121,-75984796.690754650
YHe/YHe17.txt,YH/YH8.txt,YHe/YHe3.txt,YHe/YHe3.txt,440000,41,77,4,96,70,81,25,87,780,990,840,760,11480,11560,10800,9840,0.12788653373718262,-72571096.417475,0.844492078,-180098166.482229900
Ae/Ae19.txt,YH/YH2.txt,YHe/YHe29.txt,YHe/YHe29.txt,560000,52,40,85,12,25,52,13,22,810,800,720,900,11060,8620,8720,9750,0.09724974632263184,-14467170.203519998,0.653585294,-80430832.963334040
A/A14.txt,YH/YH36.txt,YH/YH2.txt,YH/YH2.txt,600000,53,33,74,47,77,10,86,61,970,990,990,930,8050,9400,8430,10220,0.13899445533752441,-44885918.77311099,0.808606051,-113530774.112428500
A/A35.txt,YHe/YHe17.txt,Ae/Ae12.txt,Ae/Ae12.txt,440000,9,86,36,20,26,42,34,88,720,810,790,930,10360,10080,9670,10340,0.11130690574645996,-22460326.038592003,0.52543015,-178566491.109559540
