A/A43.txt,A/A48.txt,A/A18.txt,YHe/YHe44.txt,YH/YH33.txt,YH/YH33.txt,840000,86,35,36,93,71,54,39,13,2,94,98,31,800,860,940,880,800,910,10910,8980,11660,11700,9310,9780,1.3560445308685303,-82412899.30763601,1.596454942,-59245173.851701245
YH/YH34.txt,YHe/YHe30.txt,Ae/Ae47.txt,YH/YH29.txt,YH/YH20.txt,YH/YH20.txt,780000,33,40,51,55,2,76,68,63,43,40,35,34,730,820,920,880,890,730,10040,8430,9350,8660,10310,10740,1.554917812347412,-42340545.316787004,1.869742835,-211872554.357867870
YHe/YHe16.txt,Ae/Ae25.txt,YHe/YHe50.txt,Ae/Ae15.txt,A/A23.txt,A/A23.txt,720000,5,53,40,79,24,25,18,78,45,72,97,85,870,910,800,990,930,700,8820,11150,10090,8710,11480,8300,1.351224660873413,-47473849.750156,1.525577696,-139208497.555886500
YH/YH40.txt,YHe/YHe50.txt,YHe/YHe14.txt,YH/YH39.txt,YTe/YTe0.txt,YTe/YTe0.txt,900000,74,11,93,21,27,26,12,61,9,80,54,5,870,760,990,710,990,880,10290,10970,10240,11780,9270,9190,1.3950550556182861,-23258675.442751996,1.599935107,-57176239.686403885
YH/YH11.txt,YT/YT0.txt,YHe/YHe11.txt,YH/YH40.txt,YH/YH30.txt,YH/YH30.txt,660000,94,3,98,7,88,76,24,81,34,53,12,59,990,700,850,870,900,740,11680,9340,10740,9610,10530,8340,1.5573792457580566,-45723401.01076,1.703688398,-146248212.756502030
Ae/Ae18.txt,YHe/YHe47.txt,YHe/YHe20.txt,A/A28.txt,YH/YH8.txt,YH/YH8.txt,780000,46,84,86,85,47,97,77,99,76,23,90,9,840,720,930,750,820,720,8250,8500,11730,8810,10610,10130,1.2975797653198242,-88094946.69169699,1.605993143,-95845485.817939100
A/A40.txt,YHe/YHe12.txt,YH/YH22.txt,YH/YH14.txt,Ae/Ae18.txt,Ae/Ae18.txt,660000,19,24,53,74,14,20,54,27,32,31,57,14,730,940,980,990,930,740,9360,9000,9420,11020,10260,11810,1.323094129562378,-25490536.399077997,1.512800365,-142637358.970797960
A/A27.txt,A/A28.txt,YH/YH4.txt,A/A44.txt,YHe/YHe4.txt,YHe/YHe4.txt,660000,18,87,44,62,2,50,13,29,31,34,78,72,940,800,700,800,710,730,9150,10830,10310,10350,8800,8120,1.2578966617584229,-32853036.465630006,1.509140167,-129586651.012438400
A/A15.txt,YHe/YHe50.txt,YH/YH19.txt,YH/YH6.txt,YH/YH30.txt,YH/YH30.txt,540000,76,34,57,6,25,40,90,1,22,92,13,97,800,920,990,890,800,770,9800,10850,11230,8460,10090,8180,0.9672393798828125,-38868181.972876996,1.785673613,-28931206.737264346
YH/YH43.txt,Ae/Ae8.txt,A/A32.txt,A/A43.txt,A/A1.txt,A/A1.txt,900000,81,34,64,37,5,18,73,30,37,27,17,22,820,700,710,750,800,750,9360,9330,9140,9180,9250,8280,0.9651322364807129,-34624941.71180199,1.485673926,-125965709.138884920
