YHe/YHe9.txt,YHe/YHe8.txt,180000.0,6.0,21.0,21.0,87.0,720.0,920.0,9560.0,8220.0,0.008870124816894531,-6774737.199803999,0.19646458,-103752549.88922644
A/A48.txt,A/A48.txt,300000.0,47.0,15.0,78.0,28.0,870.0,860.0,11370.0,11860.0,0.00906085968017578,-15565306.0995,0.12638628699999999,-231203762.57397205
A/A24.txt,YHe/YHe21.txt,180000.0,69.0,24.0,7.0,54.0,710.0,980.0,10680.0,9490.0,0.008419036865234375,-7330427.785632001,0.164700868,-43300411.538601
YH/YH55.txt,A/A3.txt,180000.0,75.0,92.0,43.0,28.0,990.0,850.0,10800.0,8020.0,0.008941173553466797,-24328311.948125,0.211251103,-130509578.20756204
A/A8.txt,A/A40.txt,220000.0,7.0,27.0,43.0,60.0,750.0,900.0,11050.0,9860.0,0.00999164581298828,-7953995.9127,0.192028347,-295391483.78002506
YH/YH8.txt,A/A26.txt,260000.0,76.0,83.0,48.0,94.0,770.0,720.0,11150.0,11920.0,0.009000301361083984,-38172142.070784,0.206930248,-294986626.0303392
Ae/Ae47.txt,Ae/Ae47.txt,220000.0,1.0,56.0,82.0,6.0,850.0,940.0,10080.0,8610.0,0.008720874786376953,-1328149.3915940002,0.179877605,-44961280.07225712
YHe/YHe8.txt,YH/YH27.txt,220000.0,44.0,29.0,84.0,18.0,960.0,920.0,8530.0,8140.0,0.0102386474609375,-14715801.8346,0.222836707,-96599375.63085952
Ae/Ae30.txt,A/A8.txt,280000.0,77.0,6.0,80.0,17.0,910.0,900.0,11980.0,9600.0,0.010440587997436523,-27215745.4228,0.16721233800000002,-129265758.31158005
YH/YH42.txt,YH/YH42.txt,280000.0,34.0,67.0,93.0,23.0,970.0,970.0,9940.0,8620.0,0.010712623596191406,-18212088.203918,0.205596345,-139806202.9267806
Ae/Ae27.txt,A/A3.txt,200000.0,99.0,93.0,8.0,78.0,820.0,810.0,11810.0,8060.0,0.009986639022827148,-28205844.617934,0.153728781,-88400377.89545566
YH/YH44.txt,YH/YH44.txt,200000.0,6.0,75.0,18.0,21.0,790.0,730.0,9030.0,9330.0,0.011976480484008787,-6211702.791827997,0.238476367,-89872382.25771664
A/A33.txt,A/A33.txt,280000.0,49.0,48.0,46.0,86.0,700.0,920.0,9520.0,9110.0,0.009462356567382812,-26502604.374100003,0.258931925,-236860390.6737648
Ae/Ae5.txt,YHe/YHe22.txt,200000.0,73.0,10.0,95.0,59.0,760.0,930.0,11180.0,10270.0,0.00800633430480957,-32245329.65069,0.177618418,-412065230.8048788
A/A19.txt,A/A34.txt,300000.0,55.0,96.0,42.0,4.0,760.0,840.0,8240.0,10680.0,0.008005857467651367,-5996596.825968,0.159968625,-45054098.28996629
YHe/YHe18.txt,YHe/YHe31.txt,160000.0,85.0,33.0,44.0,90.0,750.0,910.0,8880.0,9010.0,0.008316755294799805,-27391816.98726,0.20971152699999998,-207515006.78209767
YHe/YHe27.txt,YHe/YHe24.txt,260000.0,8.0,30.0,93.0,52.0,940.0,710.0,9550.0,11690.0,0.009185791015625,-9493441.792175999,0.20702812,-312039215.6173854
A/A5.txt,A/A44.txt,240000.0,81.0,75.0,98.0,52.0,760.0,970.0,10710.0,10500.0,0.008222103118896484,-42631971.61398,0.140328117,-481353917.368152
YH/YH28.txt,Ae/Ae19.txt,160000.0,72.0,1.0,33.0,25.0,900.0,890.0,11910.0,8480.0,0.010489463806152344,-11229135.043508004,0.146013076,-165745756.73231003
A/A14.txt,A/A18.txt,280000.0,38.0,29.0,1.0,91.0,870.0,840.0,9260.0,10890.0,0.007162809371948242,-5834908.615741001,0.089840491,-42063891.616422
YH/YH37.txt,YH/YH37.txt,240000.0,6.0,6.0,36.0,41.0,930.0,870.0,9620.0,9590.0,0.008277654647827148,-1860290.513952,0.235137294,-223732630.595637
YH/YH11.txt,YHe/YHe37.txt,220000.0,74.0,28.0,61.0,28.0,920.0,860.0,11820.0,10440.0,0.01122140884399414,-24338044.25458,0.224911838,-184818187.03705257
