A/A0.txt,A/A32.txt,YHe/YHe35.txt,Ae/Ae30.txt,YH/YH19.txt,A/A17.txt,A/A17.txt,770000,57,86,47,22,62,36,94,34,14,8,32,33,91,40,990,770,980,920,740,960,940,10290,8560,9230,9260,10990,9430,11470,4.945317506790161,-51577643.44154001,2.162052099,-131051904.161815580
YHe/YHe41.txt,YHe/YHe6.txt,YH/YH34.txt,A/A49.txt,Ae/Ae26.txt,Ae/Ae7.txt,Ae/Ae7.txt,910000,27,56,62,96,62,70,69,47,98,15,91,85,6,32,990,970,930,830,780,830,700,9290,11390,8480,9700,8760,8250,8430,3.5939745903015137,-76583020.44489,1.963219155,-116403400.556093420
YH/YH32.txt,YHe/YHe39.txt,YH/YH3.txt,Ae/Ae27.txt,YHe/YHe22.txt,A/A40.txt,A/A40.txt,630000,23,77,17,14,36,80,23,1,21,97,78,52,26,64,940,830,900,820,870,720,790,8070,10770,10420,9450,8820,8810,9900,4.4118475914001465,-41086982.923978,2.542343007,-41606940.075753790
YH/YH55.txt,YHe/YHe10.txt,YHe/YHe41.txt,Ae/Ae19.txt,Ae/Ae15.txt,A/A27.txt,A/A27.txt,1050000,5,49,79,33,73,56,51,96,42,99,61,94,88,72,830,720,840,890,760,880,760,8670,11940,11210,9600,8030,9990,9730,3.9556491374969482,-88492502.13957502,1.926562196,-373564753.443532300
YHe/YHe40.txt,A/A39.txt,YH/YH9.txt,YH/YH51.txt,YH/YH36.txt,YHe/YHe18.txt,YHe/YHe18.txt,910000,56,74,66,40,48,46,13,9,12,58,77,15,78,17,930,760,930,960,830,830,890,9590,10450,8340,9220,11320,8590,11890,5.164309024810791,-45502511.74480001,2.811651553,-75665829.577892360
YH/YH17.txt,YHe/YHe28.txt,Ae/Ae10.txt,YHe/YHe1.txt,Ae/Ae18.txt,YHe/YHe37.txt,YHe/YHe37.txt,630000,11,33,79,68,15,4,41,9,54,69,33,33,56,95,890,740,820,730,870,820,930,9660,9270,8810,8360,11160,11000,9810,5.264932632446289,-46397182.80123299,2.188807621,-95505584.785714730
Ae/Ae27.txt,YH/YH24.txt,YH/YH43.txt,YH/YH50.txt,YHe/YHe27.txt,A/A10.txt,A/A10.txt,700000,22,15,27,74,71,50,54,29,35,43,54,38,73,64,790,700,800,880,980,870,960,10070,8290,10260,8040,10160,11550,10760,4.859790086746216,-59871827.62633401,2.35827714,-214740224.937924300
YHe/YHe5.txt,Ae/Ae22.txt,Ae/Ae4.txt,Ae/Ae5.txt,YHe/YHe10.txt,Ae/Ae25.txt,Ae/Ae25.txt,700000,35,61,47,30,72,75,16,48,54,29,25,96,75,50,880,760,740,900,880,760,940,10090,10250,11810,11010,8520,10970,8300,5.062887668609619,-75629548.94855301,2.224413649,-205227799.594761280
YHe/YHe35.txt,YHe/YHe28.txt,YH/YH21.txt,Ae/Ae38.txt,Ae/Ae18.txt,YH/YH42.txt,YH/YH42.txt,1050000,67,79,23,70,4,90,60,14,85,65,78,66,79,75,800,980,810,790,880,790,860,10750,8680,9970,10210,8110,11770,8880,4.6727399826049805,-98539333.444906,2.160423576,-155051579.734277460
Ae/Ae48.txt,YHe/YHe15.txt,YH/YH40.txt,A/A3.txt,YH/YH47.txt,Ae/Ae41.txt,Ae/Ae41.txt,910000,6,13,34,41,85,53,72,79,93,77,32,39,50,21,900,890,930,830,920,980,760,9220,9980,11730,8030,10040,9130,8600,5.234652519226074,-52651022.320964,2.232896347,-125189316.177304300
Ae/Ae24.txt,YHe/YHe44.txt,YH/YH44.txt,Ae/Ae25.txt,YH/YH44.txt,A/A1.txt,A/A1.txt,1050000,49,50,30,93,94,95,65,44,27,12,65,11,40,10,990,840,920,850,740,980,950,11370,8870,9430,11170,10940,9330,9130,4.441755533218384,-56567855.153684,2.381735575,-94018636.072981500
YHe/YHe28.txt,Ae/Ae45.txt,YHe/YHe31.txt,YH/YH22.txt,YHe/YHe49.txt,Ae/Ae29.txt,Ae/Ae29.txt,770000,57,70,44,68,68,24,30,59,98,67,5,21,65,65,960,870,760,710,710,830,750,10760,10630,9150,10890,11630,11910,8960,4.659813165664673,-61341999.33636801,2.249068436,-87636287.534129440
